Business Name,Category,City,State/Province,Country,Phone,Contact Name,Notes
"""Granite Small Engine Repair""",Small Engine Repair,Portland,Maine,USA,(207) 614-2588,Greg Reid,Facebook page only.
"""Miramar Arborist""",Tree Service,Saint John,New Brunswick,Canada,(506) 558-2017,Jean Fraser,Lawn signs and referrals.
"""Valley View In-Home Pet Care""",Pet Sitting,Sarasota,Florida,USA,(813) 836-2162,Angela Thomas,Yelp + Facebook. No website.
"""Midwest Tire & Auto""",Tire Shop,Brampton,Ontario,Canada,(905) 949-4012,Dr. Stephanie Henry,Old Yellow Pages ad.
"""Flagship Mold & Moisture Control""",Mold Remediation,Tulsa,Oklahoma,USA,(580) 705-8065,Ying Kowalski,Google Maps listing only.
"""Lakewood Aquarium Service""",Aquarium Service,Markham,Ontario,Canada,(416) 908-8707,Melissa Alexander,Existing site broken since 2018.
"""Willowbrook Reupholstering""",Upholstery,Fort Lauderdale,Florida,USA,(850) 291-8918,Greg Tremblay,HomeStars profile only.
"""Northland Piano & Guitar Lessons""",Music Lessons,Bangor,Maine,USA,(207) 397-5190,Layla Hall,Word-of-mouth only.
"""Oakridge Cobbler""",Shoe Repair,Hialeah,Florida,USA,(321) 946-2563,Jerome Smith,Facebook check-ins.
"""Express Snow Plowing""",Snow Removal,Grande Prairie,Alberta,Canada,(587) 882-2916,Gord Sorensen,No social media. No web.
"""Midland Tree Service""",Tree Service,Steinbach,Manitoba,Canada,(204) 212-6103,Dr. Mark Hughes,Facebook check-ins.
"""Northside Wood Flooring""",Hardwood Flooring,Elgin,Illinois,USA,(773) 353-3919,Steve Barnes,No digital presence whatsoever.
"""All Star Embroidery & Monogram""",Embroidery,Oakville,Ontario,Canada,(807) 956-1653,Yves Gibson,HomeStars profile only.
"""Northern Salon & Spa""",Hair Salon,Corpus Christi,Texas,USA,(903) 910-1344,Dale Jensen,Chamber of Commerce directory only.
"""Northside Aquarium Service""",Aquarium Service,Markham,Ontario,Canada,(613) 914-6536,Pam Gibson,No digital presence whatsoever.
"""Suncoast Stucco Finishing""",Stucco,Greensboro,North Carolina,USA,(910) 938-7840,Michelle Peterson,Phone book listing.
"""Crosstown Tires & Wheels""",Tire Shop,Bridgeport,Connecticut,USA,(203) 715-9310,Blake Simmons,Yelp listing only.
"""Millcreek Furniture Repair""",Furniture Repair,Kenosha,Wisconsin,USA,(715) 694-1697,Joyce Hamalainen,Google Business profile only.
"""Southern Auto Body""",Auto Body,Chico,California,USA,(818) 909-5622,Pete Arsenault,Lawn signs and referrals.
"""Cypress Window Care""",Window Cleaning,Savannah,Georgia,USA,(404) 543-9800,Debbie Harrison,Postcards and flyers.
"""Old Mill Catering""",Catering,North Charleston,South Carolina,USA,(843) 390-2954,Omar Morgan,Kijiji ads only.
"""Alliance Coin Laundry""",Laundromat,Lynchburg,Virginia,USA,(434) 350-1296,Dale Jensen,Facebook check-ins.
"""Southern Muffler & Exhaust""",Muffler Shop,Langley,British Columbia,Canada,(778) 928-5563,Charlene Roy,Old Yellow Pages ad.
"""Northgate Private Training""",Personal Training,New Haven,Connecticut,USA,(203) 654-2040,Lisa Campbell,Old Yellow Pages ad.
"""Prime Paving Co.""",Paving/Asphalt,Hialeah,Florida,USA,(772) 631-8961,Sara Nieminen,Phone orders only.
"""Lakeside Dog Training""",Dog Training,Cedar Rapids,Iowa,USA,(712) 584-1045,Luis Diaz,Walk-in traffic only.
"""Coastal Security & Locks""",Locksmith,Tucson,Arizona,USA,(602) 216-3125,Rene Lewis,Walk-in traffic only.
"""Main Street Yoga Studio""",Yoga Studio,Vaughan,Ontario,Canada,(416) 538-1849,Amanda Harrison,No social media. No web.
"""Keystone Moving & Storage""",Moving,Chico,California,USA,(510) 245-3117,Miguel Stevens,Listed on HomeAdvisor only.
"""Riverside Flooring Solutions""",Flooring Installation,Sarasota,Florida,USA,(352) 211-4544,Dwayne Perry,Yelp + Facebook. No website.
"""Copper Canyon Lawn Care""",Lawn Care,Elgin,Illinois,USA,(618) 338-1381,Dr. Carlos Campbell,Google Business profile only.
"""Compass Well Drilling""",Well Drilling,North Charleston,South Carolina,USA,(854) 436-2836,Travis Jordan,Listed on Bark.com only.
"""Ironwood Tutoring""",Tutoring,Sterling Heights,Michigan,USA,(616) 244-3179,Mark Reddy,Local newspaper ads only.
"""Garden Building & Renovation""",General Contracting,Moncton,New Brunswick,Canada,(506) 244-6226,Amir Henderson,Old Yellow Pages ad.
"""Port City Electronics Repair""",TV Repair,Windsor,Ontario,Canada,(416) 327-1266,Ying Hayes,Family-run shop. Facebook only.
"""Timberline Street Eats""",Food Truck,Fort Wayne,Indiana,USA,(574) 416-5643,Denis Sullivan,Old Yellow Pages ad.
"""Keystone Furniture Restoration""",Furniture Repair,Providence,Rhode Island,USA,(401) 352-3020,Maria Bell,"Lettered truck, no site."
"""Apex Accounting Services""",Bookkeeping,Fredericton,New Brunswick,Canada,(506) 305-7881,Dr. Keith Fisher,Phone book listing.
"""Liberty Hardwood Floors""",Hardwood Flooring,Oshawa,Ontario,Canada,(807) 855-3527,Merle Williams,Existing site broken since 2018.
"""Clearwater Boarding Kennel""",Boarding Kennel,Yuma,Arizona,USA,(602) 227-2163,Andre Thompson,Walk-in traffic only.
"""Bayshore Tire Service""",Tire Shop,Tuscaloosa,Alabama,USA,(205) 633-9143,Crystal Andersen,Yellow Pages listing.
"""Apex Tile Installation""",Tile Installation,Charleston,West Virginia,USA,(681) 332-3936,Jamal Tucker,Angie's List profile.
"""Diamond Cabinetry""",Cabinet Making,Tallahassee,Florida,USA,(772) 257-7150,Fatima Gonzales,Angie's List profile.
"""Direct Computer Repair""",Computer Repair,Lubbock,Texas,USA,(726) 797-1891,Priya Pedersen,Facebook check-ins.
"""Central Bicycle Service""",Bicycle Repair,Surrey,British Columbia,Canada,(250) 789-9708,Joe Fraser,No social media. No web.
"""Timberline Pet Health""",Pet Clinic,Toledo,Ohio,USA,(440) 326-4851,Misha Ramirez,Nextdoor referrals only.
"""Superior Custom Blinds""",Blinds & Shutters,Allentown,Pennsylvania,USA,(724) 671-7487,Patty Jenkins,The Knot listed but no own site.
"""Summit Plumbing Co.""",Plumbing,Abilene,Texas,USA,(940) 910-8835,Mark Richardson,"Radio ads, no web."
"""Northside Custom Embroidery""",Embroidery,Augusta,Georgia,USA,(404) 777-4041,Jose Johnson,Flyers and referrals.
"""Lone Pine Roof Repair""",Roofing,Austin,Texas,USA,(979) 347-8848,Miguel James,Yard signs only.
"""Diamond Copy & Print""",Printing Services,Davenport,Iowa,USA,(515) 774-3185,Glen Washington,Facebook check-ins.
"""Keystone Moving & Storage""",Moving,Portland,Maine,USA,(207) 464-3708,Gilles Rao,Business card and referrals only.
"""Pro Rehab & Physio""",Physiotherapy,Las Vegas,Nevada,USA,(725) 867-3305,Maria Brooks,Word-of-mouth only.
"""Summit Masonry""",Masonry,Henderson,Nevada,USA,(775) 200-2069,Chris Park,"Old Tripod site, not maintained."
"""Eagle Ridge Bookkeeping""",Bookkeeping,Lansing,Michigan,USA,(313) 504-9104,Darnell Patterson,Chamber of Commerce directory only.
"""Columbia Carpet Cleaning""",Carpet Cleaning,Guelph,Ontario,Canada,(807) 286-6378,Wanda Hayes,Postcards and flyers.
"""Champion Delivery Service""",Courier/Delivery,Rapid City,South Dakota,USA,(605) 406-4623,Brian Porter,Kijiji ads only.
"""Timberline Roof Repair""",Roofing,Mobile,Alabama,USA,(251) 388-8086,Mei Wood,Family-run shop. Facebook only.
"""Champion Cycle Shop""",Bicycle Repair,Bowling Green,Kentucky,USA,(364) 277-7785,Dwight Mason,Thumbtack profile only.
"""Keystone Security Systems""",Security Systems,Riverside,California,USA,(951) 653-1056,Hong Nieminen,Yard signs only.
"""Apex Food Truck""",Food Truck,Fort Worth,Texas,USA,(469) 373-9248,Gilles Wilson,Jane App only. No own website.
"""Blue Sky Masonry & Stone""",Masonry,Fayetteville,North Carolina,USA,(828) 945-1878,Rick Campbell,Phone book listing.
"""Active Hair & Shave""",Barbershop,Yonkers,New York,USA,(585) 718-3736,Roy Gagnon,"Old Tripod site, not maintained."
"""Coastal Chiro & Wellness""",Chiropractic,Yakima,Washington,USA,(425) 363-1225,Boris Smith,Word-of-mouth only.
"""Crosstown 1-800-Junk Alternative""",Junk Removal,Charlottesville,Virginia,USA,(757) 272-5632,Glen Jenkins,Listed on Bark.com only.
"""Grand Therapeutic Massage""",Massage Therapy,Buffalo,New York,USA,(315) 735-4564,Shirley Grant,Yelp + Facebook. No website.
"""Southern Security Systems""",Security Systems,Longueuil,Quebec,Canada,(819) 279-5221,Yuri Arsenault,Google Business profile only.
"""Lighthouse Small Engine Repair""",Small Engine Repair,Halifax,Nova Scotia,Canada,(902) 811-4400,Dr. Raj Alexander,Door-to-door flyers.
"""Willow Lawn & Hydroseed""",Hydroseeding,Olympia,Washington,USA,(564) 427-5214,Fang James,Phone orders only.
"""Brookside Painting Co.""",Painting,Bloomington,Indiana,USA,(574) 866-2222,Svetlana Chang,Chamber of Commerce directory only.
"""Green Valley Restoration Services""",Water Damage Restoration,Meridian,Idaho,USA,(208) 457-1266,Ying Nguyen,Facebook page only.
"""Countryside Home Security""",Security Systems,Hialeah,Florida,USA,(407) 340-4163,Dwight Stevens,Yelp + Facebook. No website.
"""Modern Sun Studio""",Tanning Salon,Dayton,Ohio,USA,(440) 932-8554,Carmen Campbell,Thumbtack profile only.
"""Bay Area Home Security""",Security Systems,Steinbach,Manitoba,Canada,(204) 409-8376,Norma Bergeron,Listed on HomeAdvisor only.
"""Rocky Road Video Productions""",Videography,Peterborough,Ontario,Canada,(807) 497-2104,Brian Hayes,Phone orders only.
"""Horizon Ink Studio""",Tattoo Parlour,Greeley,Colorado,USA,(720) 789-7063,Larry Heikkinen,No social media. No web.
"""Urban Floor Refinishing""",Hardwood Flooring,Coquitlam,British Columbia,Canada,(250) 532-9442,Malik Powell,"Old Tripod site, not maintained."
"""Pro Driver Training""",Driving School,Edmonton,Alberta,Canada,(587) 754-4955,Boris Harrison,Facebook page only.
"""Community Mold Remediation""",Mold Remediation,Edmonton,Alberta,Canada,(587) 260-3305,Dr. Wayne Robinson,Existing site broken since 2018.
"""Kings Window Cleaning""",Window Cleaning,Orem,Utah,USA,(435) 526-8366,Dave Green,Thumbtack profile only.
"""Green Valley Canine Training""",Dog Training,Charlotte,North Carolina,USA,(910) 705-6768,Marcus Cruz,Yellow Pages listing.
"""Mid-Town Detail Shop""",Auto Detailing,Paterson,New Jersey,USA,(862) 736-8313,Dr. Wei Johnson,Facebook group only.
"""North Shore Tattoo""",Tattoo Parlour,Bellevue,Washington,USA,(206) 624-7268,Dr. Jun Nielsen,Farmers market vendor only.
"""Capital City Septic""",Septic Services,Erie,Pennsylvania,USA,(484) 270-9393,Carmen Henderson,Yelp + Facebook. No website.
"""Garden Bookkeeping""",Bookkeeping,Kamloops,British Columbia,Canada,(778) 747-7976,Sharon Torres,Google Maps listing only.
"""Granite Hair Studio""",Hair Salon,Lincoln,Nebraska,USA,(308) 451-7688,Dr. Bill Nieminen,Nextdoor referrals only.
"""First Choice Lawn Service""",Lawn Care,Cincinnati,Ohio,USA,(216) 377-1740,Jennifer Ouellet,Facebook group only.
"""Northside Tech Repair""",Computer Repair,Fort Collins,Colorado,USA,(720) 964-2133,Dr. DeShawn Brooks,Yard signs only.
"""Action Pool Care""",Pool Maintenance,Regina,Saskatchewan,Canada,(639) 810-8942,Dr. Earl Campbell,Listed on Bark.com only.
"""Cliffside Window Coverings""",Blinds & Shutters,Winnipeg,Manitoba,Canada,(204) 414-6940,Sara Reed,Phone orders only.
"""North Country Bookkeeping""",Bookkeeping,Yonkers,New York,USA,(631) 409-6798,Hong Russell,Phone orders only.
"""Gateway Watch Repair""",Watch Repair,Steinbach,Manitoba,Canada,(204) 786-5115,Alexei Griffin,Google Maps listing only.
"""Parkside Flooring Solutions""",Flooring Installation,Charleston,South Carolina,USA,(864) 201-3762,Svetlana Thomas,In business 20+ years. No web presence.
"""Colorado Pumping & Septic""",Septic Services,Yonkers,New York,USA,(585) 743-3292,Scott Sanders,Facebook group only.
"""Precision Tattoo""",Tattoo Parlour,Raleigh,North Carolina,USA,(704) 241-4725,Blake Cox,Yellow Pages listing.
"""Silver Creek Healthy Meals""",Meal Prep,Casper,Wyoming,USA,(307) 571-6985,Tamara Flores,Kijiji ads only.
"""Bayshore Piano & Guitar Lessons""",Music Lessons,Tulsa,Oklahoma,USA,(539) 406-1060,Troy Koskinen,Thumbtack profile only.
"""Prairie Tattoo & Piercing""",Tattoo Parlour,Bloomington,Indiana,USA,(812) 483-2737,Marcus McDonald,Listed on Bark.com only.
"""Elite In-Home Pet Care""",Pet Sitting,Lafayette,Louisiana,USA,(504) 231-6907,Jessica Murphy,The Knot listed but no own site.
"""Copper Canyon Stucco Finishing""",Stucco,Raleigh,North Carolina,USA,(984) 414-2616,Craig Cote,Business card and referrals only.
"""Horizon Tow & Recovery""",Towing,Mobile,Alabama,USA,(205) 580-2511,Diana Shah,Listed on HomeAdvisor only.
"""Metro Embroidery & Monogram""",Embroidery,Columbus,Georgia,USA,(706) 548-6118,Fang Morris,Existing site broken since 2018.
"""Pinecrest Tax Services""",Tax Preparation,Sault Ste. Marie,Ontario,Canada,(519) 942-3366,Craig Reed,Lawn signs and referrals.
"""Cedarwood Learning Centre""",Tutoring,Nanaimo,British Columbia,Canada,(604) 375-4735,Dr. Norma Lee,"Radio ads, no web."
"""Arrow Senior Care""",Senior Home Care,Sherbrooke,Quebec,Canada,(819) 842-8340,Dwayne Alexander,Yelp listing only.
"""Foothills Child Care""",Daycare,Thunder Bay,Ontario,Canada,(905) 272-8293,Merle Lee,Existing site broken since 2018.
"""Grand Barbershop""",Barbershop,Eugene,Oregon,USA,(458) 663-4442,Jamal Walker,Local newspaper ads only.
"""High Desert Salon & Spa""",Hair Salon,Jacksonville,Florida,USA,(305) 771-5956,Dan Griffin,Walk-in traffic only.
"""Copper Canyon Hair Studio""",Hair Salon,Montpelier,Vermont,USA,(802) 620-4364,Svetlana Gray,Listed on HomeAdvisor only.
"""Active Electrical Co.""",Electrician,Shreveport,Louisiana,USA,(985) 608-2782,Dale Hall,Instagram only.
"""Quick Concrete Co.""",Concrete,Fresno,California,USA,(619) 302-3534,Tony Kowalski,Listed on Bark.com only.
"""North Event Video""",Videography,Oakville,Ontario,Canada,(416) 723-3192,Denis Stewart,Google Maps listing only.
"""AAA Learning Centre""",Tutoring,Brandon,Manitoba,Canada,(204) 321-1771,Denis Laine,Local newspaper ads only.
"""Dollar Dry Cleaners""",Dry Cleaning,Cedar Rapids,Iowa,USA,(641) 766-4784,Debbie Patel,Lawn signs and referrals.
"""Seaside Chimney Sweep""",Chimney Sweep,Sydney,Nova Scotia,Canada,(902) 448-6180,Liang Gupta,Word-of-mouth only.
"""Green Pet Care""",Pet Sitting,Steinbach,Manitoba,Canada,(204) 395-6543,Jerome Joshi,Farmers market vendor only.
"""Action Delivery Service""",Courier/Delivery,Red Deer,Alberta,Canada,(403) 873-4572,Clyde Price,Yellow Pages listing.
"""Harvest Reupholstering""",Upholstery,Scranton,Pennsylvania,USA,(570) 650-1536,Bill Nielsen,Farmers market vendor only.
"""North Country Deck Builders""",Deck Building,Savannah,Georgia,USA,(678) 469-1732,Jessica Pelletier,Jane App only. No own website.
"""Northland Siding & Trim""",Siding,Dartmouth,Nova Scotia,Canada,(902) 694-1842,Tim Walker,Referrals and repeat customers only.
"""Valley Security""",Security Systems,Nampa,Idaho,USA,(208) 403-7563,Crystal Grant,Houzz profile. No own website.
"""Green Fish Tank Maintenance""",Aquarium Service,Springfield,Illinois,USA,(217) 796-8174,Dr. DeShawn Kapoor,Business card and referrals only.
"""Northland Tax Services""",Tax Preparation,Red Deer,Alberta,Canada,(780) 996-5374,Sharon Sanders,Farmers market vendor only.
"""Frontier Pet Clinic""",Veterinarian,Truro,Nova Scotia,Canada,(902) 225-4799,Lance Gagnon,"Old Tripod site, not maintained."
"""Gateway Bike Repair""",Bicycle Repair,Milwaukee,Wisconsin,USA,(414) 827-6231,Dan Simpson,"Radio ads, no web."
"""Mountain High Trans Repair""",Transmission Repair,Bathurst,New Brunswick,Canada,(506) 574-8422,Stephanie Robinson,Flyers and referrals.
"""Seaside Coin Laundry""",Laundromat,Lexington,Kentucky,USA,(859) 992-4414,Amber Baker,Word-of-mouth only.
"""Bluewater Stonework""",Masonry,Quebec City,Quebec,Canada,(450) 857-3681,Ivan Jordan,Lawn signs and referrals.
"""Gateway Locksmith""",Locksmith,Worcester,Massachusetts,USA,(978) 555-5166,Gilles Koskinen,Houzz profile. No own website.
"""Lone Pine Rubbish Removal""",Junk Removal,Moose Jaw,Saskatchewan,Canada,(639) 498-7296,Jim Mason,"Radio ads, no web."
"""Iron Small Engine Repair""",Small Engine Repair,Paterson,New Jersey,USA,(856) 757-5643,Karen Graham,Referrals and repeat customers only.
"""First Choice Window Care""",Window Cleaning,Winnipeg,Manitoba,Canada,(204) 544-1215,Dr. Phil Wells,Flyers and referrals.
"""Mountainview Auto Body""",Auto Body,Fort Lauderdale,Florida,USA,(786) 301-4734,Glen Pham,Jane App only. No own website.
"""Silver Creek Dethatching""",Power Raking,Albany,New York,USA,(845) 804-5180,Rene Olsen,The Knot listed but no own site.
"""Maple Oil & Filter""",Oil Change,Winnipeg,Manitoba,Canada,(204) 748-7636,Jim Koskinen,Old Yellow Pages ad.
"""Cypress Daycare""",Daycare,Reno,Nevada,USA,(775) 556-1484,Pam Wells,Listed on Bark.com only.
"""Horizon Bicycle Service""",Bicycle Repair,Prince Albert,Saskatchewan,Canada,(306) 625-7178,Gloria Mitchell,Business card and referrals only.
"""Plateau Spine & Joint Care""",Chiropractic,South Bend,Indiana,USA,(219) 201-3286,Gilles Murray,Facebook check-ins.
"""Economy Electronics Repair""",TV Repair,Norfolk,Virginia,USA,(804) 331-3189,Carmen Wilson,Lawn signs and referrals.
"""American Pool Service""",Pool Maintenance,Ottawa,Ontario,Canada,(519) 767-4616,Stephanie Maki,Existing site broken since 2018.
"""Prime Hot Yoga""",Yoga Studio,Dallas,Texas,USA,(726) 829-2182,Steve Scott,Facebook check-ins.
"""Flagship Gutter Cleaning""",Gutter Cleaning,Dayton,Ohio,USA,(614) 368-4461,Sandy Long,HomeStars profile only.
"""Bay Area Music Equipment Repair""",Instrument Repair,Chattanooga,Tennessee,USA,(731) 514-3295,Liang McDonald,Phone orders only.
"""Cascade Irrigation & Lawn""",Irrigation,Boulder,Colorado,USA,(719) 588-4574,Rene Barnes,Craigslist ads.
"""Willow Creek Healthy Meals""",Meal Prep,Prince Albert,Saskatchewan,Canada,(639) 796-3587,Yves Mehta,Family-run shop. Facebook only.
"""Summit Glass & Windshield""",Auto Glass,Williams Lake,British Columbia,Canada,(778) 822-1736,Gilles Jenkins,Google Maps listing only.
"""Great Plains Transmission""",Transmission Repair,Sault Ste. Marie,Ontario,Canada,(705) 939-4412,Angela Myers,Postcards and flyers.
"""Southgate Music Equipment Repair""",Instrument Repair,Fayetteville,North Carolina,USA,(704) 746-9780,Svetlana Cruz,Lawn signs and referrals.
"""Gateway Private Chef""",Personal Chef,Huntsville,Alabama,USA,(256) 482-7192,Dr. Miguel Sanders,No digital presence whatsoever.
"""Frontier Siding Installation""",Siding,Maple Ridge,British Columbia,Canada,(604) 466-8503,Jean Rogers,Listed on HomeAdvisor only.
"""Pineview Tattoo & Piercing""",Tattoo Parlour,Abbotsford,British Columbia,Canada,(250) 208-5743,Jennifer Thompson,Facebook page only.
"""Fort Tailoring""",Tailoring/Alterations,Pittsburgh,Pennsylvania,USA,(610) 297-9418,Floyd Morin,Nextdoor referrals only.
"""Hilltop Tree Service""",Tree Service,Kingston,Ontario,Canada,(613) 691-4984,Kevin Green,No digital presence whatsoever.
